route_id,route_name,route,provider,provider_url,cost,price_usd,network,asset,pay_to,capability,category_label,cluster_label,provider_shape_type,verdict,risk_flags,observed_txns_30d,observed_volume_usd_30d,quality_score,evidence_stage,niche_label,niche_tier,niche_tier_name,novelty_score,replaces,composable_with,interest_angle,is_live_30d,x402scan_source_url,inspect_url
r_c248f0a66476,straitjacket,https://zeroxstim.onrender.com/v1/x402/straitjacket,https://zeroxstim.onrender.com,https://zeroxstim.onrender.com,0.6 USDC,0.6,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xD52552e5f41a554df04bE9Bd802c3f852478A1C5,"AI inference. Content moderation, output filtering, safety guardrails at scale. 1000 TPS. $0.60/call.","Trust, risk, verification",Long-tail utilities,focused provider,PROBE,accept_unverified,0,0.0,81,metadata_complete,LLM inference gateway,3,agent_runtime_ingredient,6,OpenAI / Anthropic accounts,Web search; Sandbox / code exec; Image generation; TTS / STT,Pay-per-token LLM call with no API key — the substrate for everything else,no,https://www.x402scan.com/server/748d1f8b-63c5-4fb9-8baf-59e360c67d0f,https://www.x402scan.com/server/748d1f8b-63c5-4fb9-8baf-59e360c67d0f
r_7a5b56901f8f,maverick,https://zeroxstim.onrender.com/v1/x402/maverick,https://zeroxstim.onrender.com,https://zeroxstim.onrender.com,0.6 USDC,0.6,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xD52552e5f41a554df04bE9Bd802c3f852478A1C5,"AI inference. Creative generation, complex instructions, task planning. 120B model at LPU speed. $0.60/call.",Agent runtime primitives,Long-tail utilities,focused provider,PROBE,accept_unverified,0,0.0,81,metadata_complete,LLM inference gateway,3,agent_runtime_ingredient,6,OpenAI / Anthropic accounts,Web search; Sandbox / code exec; Image generation; TTS / STT,Pay-per-token LLM call with no API key — the substrate for everything else,no,https://www.x402scan.com/server/748d1f8b-63c5-4fb9-8baf-59e360c67d0f,https://www.x402scan.com/server/748d1f8b-63c5-4fb9-8baf-59e360c67d0f
r_8730ea612490,qrn:swarm:68c4d1991dad762112b40f03,https://api.questflow.ai/x402/swarm/qrn:swarm:68c4d1991dad762112b40f03,"Questflow — One AI Clone, Every Market",https://api.questflow.ai,1 USDC,1.0,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x80AE6c382241D3b96F6408a7cc8266AE5aC8De33,"A comprehensive stock market analysis tool that leverages Exa search and Perplexity AI to provide LLMs and agentic workflows with seamless access to real-time market data, historical stock performance, financial news, and market insights. Powered by Questflow, this integration enables intelligent analysis of market trends, stock valuations, earnings reports, and trading patterns to support informed investment decisions and automated trading strategies. | Powered by Questflow",Agent runtime primitives,Long-tail utilities,broad catalog,PROBE,accept_unverified,0,0.0,81,metadata_complete,Web search,3,agent_runtime_ingredient,6,Exa / Serper / Tavily plans,LLM inference; Contact enrichment; SEO / GEO audit,Per-query search & scrape — replaces fixed monthly Exa/Serper plans,no,https://www.x402scan.com/server/4b93775b-7328-4c16-8683-43d01f8fdaa6,https://www.x402scan.com/server/4b93775b-7328-4c16-8683-43d01f8fdaa6
r_7fe025a2c5c0,enneagram,https://convrgent.ai/api/kyh/enneagram,"Convrgent — Personality Intelligence Platform for AI Agents | 45 API Endpoints, 11 Frameworks",https://convrgent.ai,1 USDC,1.0,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xc273630dB49632EcD077C7dF606B306E400A9882,"Enneagram personality typing â 9 types with core motivation, fear, desire, wing, tritype, integration/disintegration dynamics, instinctual stack (sp/sx/so). Multi-signal inference from text, questionnaire, behavioral observations, and natal data.",Data enrichment,Long-tail utilities,broad catalog,PROBE,accept_unverified,0,0.0,81,metadata_complete,LLM inference gateway,3,agent_runtime_ingredient,6,OpenAI / Anthropic accounts,Web search; Sandbox / code exec; Image generation; TTS / STT,Pay-per-token LLM call with no API key — the substrate for everything else,no,https://www.x402scan.com/server/711909c3-c215-4cf1-976d-cd1e854730b3,https://www.x402scan.com/server/711909c3-c215-4cf1-976d-cd1e854730b3
r_bb3cee8e20c1,completions,https://api.rungate.ai/v1/chat/completions,Rungate,https://api.rungate.ai,0.000001 USDC,1e-06,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x30de99fc313C68B735C8850795A5351D7a0D1aFd,LLM inference request,Agent runtime primitives,Long-tail utilities,long tail,PAY,accept_unverified,0,0.0,71,metadata_complete,LLM inference gateway,3,agent_runtime_ingredient,6,OpenAI / Anthropic accounts,Web search; Sandbox / code exec; Image generation; TTS / STT,Pay-per-token LLM call with no API key — the substrate for everything else,no,https://www.x402scan.com/server/5e8a0f3f-594c-4ef3-81cc-7f7ead51ee0c,https://www.x402scan.com/server/5e8a0f3f-594c-4ef3-81cc-7f7ead51ee0c
r_624ef2de40e6,completions,https://inference.surf.cascade.fyi/v1/chat/completions,Surf Inference,https://inference.surf.cascade.fyi,0.001 USDC,0.001,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xDD6090Df24e88CAF558839584DD53bCEF79C6338,LLM chat completion,Agent runtime primitives,Long-tail utilities,long tail,PAY,accept_unverified,0,0.0,71,metadata_complete,LLM inference gateway,3,agent_runtime_ingredient,6,OpenAI / Anthropic accounts,Web search; Sandbox / code exec; Image generation; TTS / STT,Pay-per-token LLM call with no API key — the substrate for everything else,no,https://www.x402scan.com/server/2dcac6c0-5e83-4e39-948e-7b98ac603b1d,https://www.x402scan.com/server/2dcac6c0-5e83-4e39-948e-7b98ac603b1d
r_fae22f9e4a21,chat,https://zckj.duckdns.org/api/ai/chat,https://zckj.duckdns.org,https://zckj.duckdns.org,0.001 USDC,0.001,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x0550c376a43924CBbF13D703bd43fC149570be5f,"AI chat completion with 26+ models (Claude, DeepSeek, Qwen, GPT, Kimi, GLM, MiniMax)",Agent runtime primitives,Long-tail utilities,focused provider,PAY,accept_unverified,0,0.0,71,metadata_complete,LLM inference gateway,3,agent_runtime_ingredient,6,OpenAI / Anthropic accounts,Web search; Sandbox / code exec; Image generation; TTS / STT,Pay-per-token LLM call with no API key — the substrate for everything else,no,https://www.x402scan.com/server/06b9f7d8-5e32-4edc-ae41-f04fbead974d,https://www.x402scan.com/server/06b9f7d8-5e32-4edc-ae41-f04fbead974d
r_bf80d0e2dde5,orbis-llm-api,https://orbisapi.com/proxy/orbis-llm-api,Orbis — API Marketplace for Developers &amp; AI Agents,https://orbisapi.com,0.001 USDC,0.001,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x2bb72231EeD303cc91a462A1fA738b42B6a9ac6d,"Free LLM inference — Llama 3.3, Gemma 3, Mistral, Qwen via a single endpoint",Agent runtime primitives,Active procurement surfaces,focused provider,PAY,accept_unverified,0,0.0,71,probe_candidate,LLM inference gateway,3,agent_runtime_ingredient,6,OpenAI / Anthropic accounts,Web search; Sandbox / code exec; Image generation; TTS / STT,Pay-per-token LLM call with no API key — the substrate for everything else,no,https://www.x402scan.com/server/0857c19e-8b08-462c-aa8a-f47a32f3c311,https://www.x402scan.com/server/0857c19e-8b08-462c-aa8a-f47a32f3c311
r_337fc65c388c,completions,https://surf.cascade.fyi/api/v1/inference/v1/chat/completions,Cascade Surf - Live data for AI agents,https://surf.cascade.fyi,0.001 USDC,0.001,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x6cF3c69eF61b7e257e63D064D721574e28998508,"LLM chat completion (OpenAI-compatible, streaming supported)",Agent runtime primitives,External action channels,broad catalog,BLOCK,accept_unverified|external_action_or_abuse_risk,0,0.0,71,metadata_complete,LLM inference gateway,3,agent_runtime_ingredient,6,OpenAI / Anthropic accounts,Web search; Sandbox / code exec; Image generation; TTS / STT,Pay-per-token LLM call with no API key — the substrate for everything else,no,https://www.x402scan.com/server/22d38147-8bb0-4efc-a087-a1dc54f4ca9d,https://www.x402scan.com/server/22d38147-8bb0-4efc-a087-a1dc54f4ca9d
r_ce78b3d5bc1d,messages,https://surf.cascade.fyi/api/v1/inference/v1/messages,Cascade Surf - Live data for AI agents,https://surf.cascade.fyi,0.001 USDC,0.001,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x6cF3c69eF61b7e257e63D064D721574e28998508,Anthropic Messages API compatible LLM inference (streaming supported),Agent runtime primitives,External action channels,broad catalog,BLOCK,accept_unverified|external_action_or_abuse_risk,0,0.0,71,metadata_complete,LLM inference gateway,3,agent_runtime_ingredient,6,OpenAI / Anthropic accounts,Web search; Sandbox / code exec; Image generation; TTS / STT,Pay-per-token LLM call with no API key — the substrate for everything else,no,https://www.x402scan.com/server/22d38147-8bb0-4efc-a087-a1dc54f4ca9d,https://www.x402scan.com/server/22d38147-8bb0-4efc-a087-a1dc54f4ca9d
r_af99dc1815de,search,https://agentfetch-x402.stewwilli.workers.dev/search,https://agentfetch-x402.stewwilli.workers.dev,https://agentfetch-x402.stewwilli.workers.dev,0.002 USDC,0.002,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xdebd00986EF50824c61DAb1c2dce607AC83612C0,Web search â returns top results with snippets,"Search, crawl, scrape",Long-tail utilities,long tail,PAY,accept_unverified,0,0.0,71,metadata_complete,Web search,3,agent_runtime_ingredient,6,Exa / Serper / Tavily plans,LLM inference; Contact enrichment; SEO / GEO audit,Per-query search & scrape — replaces fixed monthly Exa/Serper plans,no,https://www.x402scan.com/server/380dc16e-6924-4893-a87d-898d670b33ce,https://www.x402scan.com/server/380dc16e-6924-4893-a87d-898d670b33ce
r_56bfc23cc6c7,llama-8b,https://api.zeroreader.com/v1/ai/llama-8b,ZeroReader - テック・ゲーム・AI・暗号通貨の最新ニュースを日本語で,https://api.zeroreader.com,0.002 USDC,0.002,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xCa99149c1A5959F7E5968259178f974aACC70F55,"Llama 3.1 8B (Fast) — Best value. Fast inference, solid quality.","Trust, risk, verification",Long-tail utilities,broad catalog,PAY,accept_unverified,0,0.0,71,metadata_complete,LLM inference gateway,3,agent_runtime_ingredient,6,OpenAI / Anthropic accounts,Web search; Sandbox / code exec; Image generation; TTS / STT,Pay-per-token LLM call with no API key — the substrate for everything else,no,https://www.x402scan.com/server/664e05ac-cde6-4230-9089-4ac03caef5e6,https://www.x402scan.com/server/664e05ac-cde6-4230-9089-4ac03caef5e6
r_48c437e21331,completions,https://compute.lumenbro.com/api/v1/chat/completions,JOULE Compute,https://compute.lumenbro.com,0.002105 USDC,0.002105,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xA956311362f68Bd5291CED9C697998714bEEDA07,AI inference (7 models available),Agent runtime primitives,Long-tail utilities,long tail,PAY,accept_unverified,0,0.0,71,metadata_complete,LLM inference gateway,3,agent_runtime_ingredient,6,OpenAI / Anthropic accounts,Web search; Sandbox / code exec; Image generation; TTS / STT,Pay-per-token LLM call with no API key — the substrate for everything else,no,https://www.x402scan.com/server/0897f1b5-eb7c-4da6-ac1b-f647a7074123,https://www.x402scan.com/server/0897f1b5-eb7c-4da6-ac1b-f647a7074123
r_aedc0687d943,completions,https://api.clusterprotocol.ai/v1/chat/completions,Cluster Protocol - Liberation Engine for Internet Capital Market,https://api.clusterprotocol.ai,0.003 USDC,0.003,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x68396bD35874695AD86cd29410Bd80A550991a2B,AI chat inference (LLM completion),Agent runtime primitives,Long-tail utilities,focused provider,PAY,accept_unverified,0,0.0,71,metadata_complete,LLM inference gateway,3,agent_runtime_ingredient,6,OpenAI / Anthropic accounts,Web search; Sandbox / code exec; Image generation; TTS / STT,Pay-per-token LLM call with no API key — the substrate for everything else,no,https://www.x402scan.com/server/a09cb774-9331-4698-abdf-ccbaf7588f16,https://www.x402scan.com/server/a09cb774-9331-4698-abdf-ccbaf7588f16
r_871d0e1f1af8,completions,https://www.surplusintelligence.ai/x402/api/inference/v1/chat/completions,Surplus Intelligence,https://www.surplusintelligence.ai,0.003301 USDC,0.003301,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x8581784D3E598cCa3482375CFF2409Ac9DD8c402,Get OpenAI-compatible inference from many models at market prices via Surplus Intelligence.,Agent runtime primitives,Long-tail utilities,focused provider,PAY,accept_unverified,0,0.0,71,metadata_complete,LLM inference gateway,3,agent_runtime_ingredient,6,OpenAI / Anthropic accounts,Web search; Sandbox / code exec; Image generation; TTS / STT,Pay-per-token LLM call with no API key — the substrate for everything else,no,https://www.x402scan.com/server/4157ed7e-74db-4fbe-b3a7-c2e5997c0df0,https://www.x402scan.com/server/4157ed7e-74db-4fbe-b3a7-c2e5997c0df0
r_c636cbbcae5a,completions,https://www.surplusintelligence.ai/x402/api/inference/v1/completions,Surplus Intelligence,https://www.surplusintelligence.ai,0.003301 USDC,0.003301,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x8581784D3E598cCa3482375CFF2409Ac9DD8c402,Get OpenAI-compatible inference from many models at market prices via Surplus Intelligence.,Agent runtime primitives,Long-tail utilities,focused provider,PAY,accept_unverified,0,0.0,71,metadata_complete,LLM inference gateway,3,agent_runtime_ingredient,6,OpenAI / Anthropic accounts,Web search; Sandbox / code exec; Image generation; TTS / STT,Pay-per-token LLM call with no API key — the substrate for everything else,no,https://www.x402scan.com/server/4157ed7e-74db-4fbe-b3a7-c2e5997c0df0,https://www.x402scan.com/server/4157ed7e-74db-4fbe-b3a7-c2e5997c0df0
r_4a51fa60495d,completions,https://www.surplusintelligence.ai/api/inference/v1/chat/completions,Surplus Intelligence,https://www.surplusintelligence.ai,0.003427 USDC,0.003427,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x8581784D3E598cCa3482375CFF2409Ac9DD8c402,Get OpenAI-compatible inference from many models at market prices via Surplus Intelligence.,Agent runtime primitives,Long-tail utilities,focused provider,PAY,accept_unverified,0,0.0,71,metadata_complete,LLM inference gateway,3,agent_runtime_ingredient,6,OpenAI / Anthropic accounts,Web search; Sandbox / code exec; Image generation; TTS / STT,Pay-per-token LLM call with no API key — the substrate for everything else,no,https://www.x402scan.com/server/4157ed7e-74db-4fbe-b3a7-c2e5997c0df0,https://www.x402scan.com/server/4157ed7e-74db-4fbe-b3a7-c2e5997c0df0
r_02a3eae243de,brave,https://api.signalfuse.co/v1/gateway/search/brave,SignalFuse — Trading Intelligence for AI Agents | MCP + x402 on Base,https://api.signalfuse.co,0.008 USDC,0.008,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xf080a1Aab08650946acDa41410a7eDC14f7Be035,Web search via Brave Search API,Agent runtime primitives,Long-tail utilities,focused provider,PAY,accept_unverified,0,0.0,71,metadata_complete,Web search,3,agent_runtime_ingredient,6,Exa / Serper / Tavily plans,LLM inference; Contact enrichment; SEO / GEO audit,Per-query search & scrape — replaces fixed monthly Exa/Serper plans,no,https://www.x402scan.com/server/6baceec6-810f-4e66-9ac0-2b903eaa548a,https://www.x402scan.com/server/6baceec6-810f-4e66-9ac0-2b903eaa548a
r_3a4e051bbd75,events,https://test-orpin-phi-32.vercel.app/api/events,https://test-orpin-phi-32.vercel.app,https://test-orpin-phi-32.vercel.app,0.01 USDC,0.01,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xb68918211ad90462fbcf75b77a30bf76515422ce,ETHGlobal Search API â $0.01 USDC per request on Base mainnet,"Search, crawl, scrape",Long-tail utilities,focused provider,PAY,accept_unverified,0,0.0,71,metadata_complete,Web search,3,agent_runtime_ingredient,6,Exa / Serper / Tavily plans,LLM inference; Contact enrichment; SEO / GEO audit,Per-query search & scrape — replaces fixed monthly Exa/Serper plans,no,https://www.x402scan.com/server/b41e9af7-5116-46ce-bc22-a00e99ab67e0,https://www.x402scan.com/server/b41e9af7-5116-46ce-bc22-a00e99ab67e0
r_6bd6571748ef,events,https://ethglobalskills-x402.vercel.app/api/events,https://ethglobalskills-x402.vercel.app,https://ethglobalskills-x402.vercel.app,0.01 USDC,0.01,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xb68918211ad90462fbcf75b77a30bf76515422ce,ETHGlobal Search API â $0.01 USDC per request on Base mainnet,"Search, crawl, scrape",Long-tail utilities,focused provider,PAY,accept_unverified,0,0.0,71,metadata_complete,Web search,3,agent_runtime_ingredient,6,Exa / Serper / Tavily plans,LLM inference; Contact enrichment; SEO / GEO audit,Per-query search & scrape — replaces fixed monthly Exa/Serper plans,no,https://www.x402scan.com/server/11c90e38-e041-441e-a18f-f6d0a44b4e34,https://www.x402scan.com/server/11c90e38-e041-441e-a18f-f6d0a44b4e34
r_39c88b951fcd,search,https://apolloai.team/api/scrape/search,Apollo — Intelligence Infrastructure for AI Agents,https://apolloai.team,0.01 USDC,0.01,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xf59621FC406D266e18f314Ae18eF0a33b8401004,"Web search via Brave Search API — returns top results with titles, URLs, and descriptions.","Search, crawl, scrape",Long-tail utilities,broad catalog,PAY,accept_unverified,0,0.0,71,metadata_complete,Web search,3,agent_runtime_ingredient,6,Exa / Serper / Tavily plans,LLM inference; Contact enrichment; SEO / GEO audit,Per-query search & scrape — replaces fixed monthly Exa/Serper plans,no,https://www.x402scan.com/server/3e61cb80-3b13-48cc-be79-db9dd85f57a4,https://www.x402scan.com/server/3e61cb80-3b13-48cc-be79-db9dd85f57a4
r_f5b0bfa57a1b,completions,https://compute.aurracloud.com/api/v1/chat/completions,Aura Compute - AI Inference as a Service,https://compute.aurracloud.com,0.01 USDC,0.01,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x06dD40010f8Ab8562F05230bCe17b496ac0F52b4,Payment for AI inference,Agent runtime primitives,Long-tail utilities,long tail,PAY,accept_unverified,0,0.0,71,metadata_complete,LLM inference gateway,3,agent_runtime_ingredient,6,OpenAI / Anthropic accounts,Web search; Sandbox / code exec; Image generation; TTS / STT,Pay-per-token LLM call with no API key — the substrate for everything else,no,https://www.x402scan.com/server/89b718cf-9ab1-4206-b4ea-1009c1543465,https://www.x402scan.com/server/89b718cf-9ab1-4206-b4ea-1009c1543465
r_b915f6da3640,prizes,https://test-orpin-phi-32.vercel.app/api/prizes,https://test-orpin-phi-32.vercel.app,https://test-orpin-phi-32.vercel.app,0.01 USDC,0.01,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xb68918211ad90462fbcf75b77a30bf76515422ce,ETHGlobal Search API â $0.01 USDC per request on Base mainnet,"Search, crawl, scrape",Long-tail utilities,focused provider,PAY,accept_unverified,0,0.0,71,metadata_complete,Web search,3,agent_runtime_ingredient,6,Exa / Serper / Tavily plans,LLM inference; Contact enrichment; SEO / GEO audit,Per-query search & scrape — replaces fixed monthly Exa/Serper plans,no,https://www.x402scan.com/server/b41e9af7-5116-46ce-bc22-a00e99ab67e0,https://www.x402scan.com/server/b41e9af7-5116-46ce-bc22-a00e99ab67e0
r_0c5162365301,prizes,https://ethglobalskills-x402.vercel.app/api/prizes,https://ethglobalskills-x402.vercel.app,https://ethglobalskills-x402.vercel.app,0.01 USDC,0.01,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xb68918211ad90462fbcf75b77a30bf76515422ce,ETHGlobal Search API â $0.01 USDC per request on Base mainnet,"Search, crawl, scrape",Long-tail utilities,focused provider,PAY,accept_unverified,0,0.0,71,metadata_complete,Web search,3,agent_runtime_ingredient,6,Exa / Serper / Tavily plans,LLM inference; Contact enrichment; SEO / GEO audit,Per-query search & scrape — replaces fixed monthly Exa/Serper plans,no,https://www.x402scan.com/server/11c90e38-e041-441e-a18f-f6d0a44b4e34,https://www.x402scan.com/server/11c90e38-e041-441e-a18f-f6d0a44b4e34
r_5d5a1158f78d,web,https://gateway.spraay.app/api/v1/search/web,https://gateway.spraay.app,https://gateway.spraay.app,0.01 USDC,0.01,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xAd62f03C7514bb8c51f1eA70C2b75C37404695c8,"Web search with clean, LLM-ready results via Tavily. Basic or advanced depth.","Search, crawl, scrape",Long-tail utilities,focused provider,PAY,accept_unverified,0,0.0,71,metadata_complete,Web search,3,agent_runtime_ingredient,6,Exa / Serper / Tavily plans,LLM inference; Contact enrichment; SEO / GEO audit,Per-query search & scrape — replaces fixed monthly Exa/Serper plans,no,https://www.x402scan.com/server/51297337-a8a2-4ccd-8fc6-9914623bbe42,https://www.x402scan.com/server/51297337-a8a2-4ccd-8fc6-9914623bbe42
r_0c91d1346b1e,responses,https://compute.aurracloud.com/api/v1/responses,Aura Compute - AI Inference as a Service,https://compute.aurracloud.com,0.01 USDC,0.01,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x06dD40010f8Ab8562F05230bCe17b496ac0F52b4,Payment for AI inference,Agent runtime primitives,Long-tail utilities,long tail,PAY,accept_unverified,0,0.0,71,metadata_complete,LLM inference gateway,3,agent_runtime_ingredient,6,OpenAI / Anthropic accounts,Web search; Sandbox / code exec; Image generation; TTS / STT,Pay-per-token LLM call with no API key — the substrate for everything else,no,https://www.x402scan.com/server/89b718cf-9ab1-4206-b4ea-1009c1543465,https://www.x402scan.com/server/89b718cf-9ab1-4206-b4ea-1009c1543465
r_d901743033b5,search,https://web.surf.cascade.fyi/v1/search,Surf Web,https://web.surf.cascade.fyi,0.01 USDC,0.01,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xDD6090Df24e88CAF558839584DD53bCEF79C6338,Web search powered by Exa,"Search, crawl, scrape",Long-tail utilities,focused provider,PAY,accept_unverified,0,0.0,71,metadata_complete,Web search,3,agent_runtime_ingredient,6,Exa / Serper / Tavily plans,LLM inference; Contact enrichment; SEO / GEO audit,Per-query search & scrape — replaces fixed monthly Exa/Serper plans,no,https://www.x402scan.com/server/aa4fd830-ad2a-4a3f-babe-2984b99a55a6,https://www.x402scan.com/server/aa4fd830-ad2a-4a3f-babe-2984b99a55a6
r_0b475067fa78,projects,https://test-orpin-phi-32.vercel.app/api/projects,https://test-orpin-phi-32.vercel.app,https://test-orpin-phi-32.vercel.app,0.01 USDC,0.01,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xb68918211ad90462fbcf75b77a30bf76515422ce,ETHGlobal Search API â $0.01 USDC per request on Base mainnet,"Search, crawl, scrape",Long-tail utilities,focused provider,PAY,accept_unverified,0,0.0,71,metadata_complete,Web search,3,agent_runtime_ingredient,6,Exa / Serper / Tavily plans,LLM inference; Contact enrichment; SEO / GEO audit,Per-query search & scrape — replaces fixed monthly Exa/Serper plans,no,https://www.x402scan.com/server/b41e9af7-5116-46ce-bc22-a00e99ab67e0,https://www.x402scan.com/server/b41e9af7-5116-46ce-bc22-a00e99ab67e0
r_48f134a45f10,projects,https://ethglobalskills-x402.vercel.app/api/projects,https://ethglobalskills-x402.vercel.app,https://ethglobalskills-x402.vercel.app,0.01 USDC,0.01,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xb68918211ad90462fbcf75b77a30bf76515422ce,ETHGlobal Search API â $0.01 USDC per request on Base mainnet,"Search, crawl, scrape",Long-tail utilities,focused provider,PAY,accept_unverified,0,0.0,71,metadata_complete,Web search,3,agent_runtime_ingredient,6,Exa / Serper / Tavily plans,LLM inference; Contact enrichment; SEO / GEO audit,Per-query search & scrape — replaces fixed monthly Exa/Serper plans,no,https://www.x402scan.com/server/11c90e38-e041-441e-a18f-f6d0a44b4e34,https://www.x402scan.com/server/11c90e38-e041-441e-a18f-f6d0a44b4e34
r_55e4053e4ce1,web-search,https://jatevo.ai/api/tools/web-search,Decentralized GPU LLM Inference | Jatevo (DGON),https://jatevo.ai,0.01 USDC,0.01,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xA3320F09b78123b5F26ebF966C233058A922c809,AI-powered web search with Exa.ai / AI-powered web search with Exa.ai,Agent runtime primitives,Long-tail utilities,focused provider,PAY,accept_unverified,0,0.0,71,metadata_complete,Web search,3,agent_runtime_ingredient,6,Exa / Serper / Tavily plans,LLM inference; Contact enrichment; SEO / GEO audit,Per-query search & scrape — replaces fixed monthly Exa/Serper plans,no,https://www.x402scan.com/server/e58ae772-022e-4686-a32c-cbdd8e1aa542,https://www.x402scan.com/server/e58ae772-022e-4686-a32c-cbdd8e1aa542
r_78b2a93da7a6,scalp,https://mint.xquant.fund/api/signals/scalp,xQuant -  xQuant Community AI Trading Algorithm,https://mint.xquant.fund,0.01 USDC,0.01,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x10875c46c5e7a45b062F8fEd17694799144D5008,Community-developed AI scalping signals with entry/exit levels using inference-time scaling models,Agent runtime primitives,Long-tail utilities,focused provider,PAY,accept_unverified,0,0.0,71,metadata_complete,LLM inference gateway,3,agent_runtime_ingredient,6,OpenAI / Anthropic accounts,Web search; Sandbox / code exec; Image generation; TTS / STT,Pay-per-token LLM call with no API key — the substrate for everything else,no,https://www.x402scan.com/server/bc5a25b1-b2db-4508-8c06-d08a94251264,https://www.x402scan.com/server/bc5a25b1-b2db-4508-8c06-d08a94251264
r_15eb8e2cf2b4,scalp,https://x-quant-517otmy0u-offgriddaos-projects.vercel.app/api/signals/scalp,xQuant -  xQuant Community AI Trading Algorithm,https://x-quant-517otmy0u-offgriddaos-projects.vercel.app,0.01 USDC,0.01,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x656d2bb80f851e1EB817fdF13ccd9d67abe43F11,Community-developed AI scalping signals with entry/exit levels using inference-time scaling models,Agent runtime primitives,Long-tail utilities,focused provider,PAY,accept_unverified,0,0.0,71,metadata_complete,LLM inference gateway,3,agent_runtime_ingredient,6,OpenAI / Anthropic accounts,Web search; Sandbox / code exec; Image generation; TTS / STT,Pay-per-token LLM call with no API key — the substrate for everything else,no,https://www.x402scan.com/server/87b99878-4d68-4c5a-957e-030d76e7de82,https://www.x402scan.com/server/87b99878-4d68-4c5a-957e-030d76e7de82
r_f2b3d13fbd95,search,https://surf.cascade.fyi/api/v1/web/search,Cascade Surf - Live data for AI agents,https://surf.cascade.fyi,0.01 USDC,0.01,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x6cF3c69eF61b7e257e63D064D721574e28998508,Web search powered by Exa,Agent runtime primitives,External action channels,broad catalog,BLOCK,accept_unverified|external_action_or_abuse_risk,0,0.0,71,metadata_complete,Web search,3,agent_runtime_ingredient,6,Exa / Serper / Tavily plans,LLM inference; Contact enrichment; SEO / GEO audit,Per-query search & scrape — replaces fixed monthly Exa/Serper plans,no,https://www.x402scan.com/server/22d38147-8bb0-4efc-a087-a1dc54f4ca9d,https://www.x402scan.com/server/22d38147-8bb0-4efc-a087-a1dc54f4ca9d
